listing_id,neighborhood,bedrooms,property_type,price_ksh,occupancy_rate,rating,review_count,price_tier,source_neighbourhood,last_review
16490732,south-b,3 BR,Entire Home,18900,0.153,4.5,17,2,Park Slope,2019-05-29
16490903,muthaiga,Studio,Private Room,8100,0,4,0,5,Washington Heights,
16491507,westlands,Studio,Private Room,8000,0,4.1,3,5,Williamsburg,2017-01-01
16491731,karen,Studio,Private Room,6500,0.586,4.6,20,5,Hell's Kitchen,2019-02-19
16493057,muthaiga,2 BR,Entire Home,14300,0,4.3,7,5,West Village,2019-07-01
16493084,karen,1 BR,Private Room,16400,0,4.5,20,5,Hell's Kitchen,2017-06-29
16496715,lavington,Studio,Private Room,3900,0,4,0,4,Morningside Heights,
16497297,langata,Studio,Private Room,4400,0,4.1,5,2,Greenpoint,2019-05-31
16498294,lavington,1 BR,Entire Home,9800,0,4.5,17,4,East Village,2018-09-01
16498335,muthaiga,Studio,Private Room,4900,0.564,4,1,5,Washington Heights,2017-03-03
16499274,westlands,1 BR,Entire Home,8200,0.984,5,48,5,Williamsburg,2019-05-14
16499824,kilimani,2 BR,Entire Home,17700,0,4.3,10,4,Upper West Side,2018-11-25
16503382,lavington,1 BR,Entire Home,8700,0.759,5,147,4,Bedford-Stuyvesant,2019-07-06
16504513,westlands,2 BR,Entire Home,16000,0,4.2,7,5,Williamsburg,2018-11-11
16504986,lavington,Studio,Private Room,4300,0,4.3,13,4,Bushwick,2017-05-28
16505722,gigiri,1 BR,Entire Home,4500,0,4.1,5,5,Flatbush,2017-08-28
16506016,muthaiga,1 BR,Entire Home,8100,0.397,4.1,3,5,East Harlem,2018-12-23
16506121,langata,Studio,Private Room,7300,0,4,0,2,Longwood,
16506579,lavington,Studio,Private Room,6700,0.025,5,108,4,Chelsea,2019-06-15
16507002,kilimani,Studio,Private Room,7900,0.885,5,56,4,Long Island City,2019-07-01
16507116,westlands,Studio,Private Room,5700,0.507,5,41,5,Inwood,2019-06-23
16507990,kilimani,1 BR,Private Room,13000,0,4,1,4,Upper West Side,2017-01-02
16508394,westlands,1 BR,Entire Home,6100,0,4,0,5,Inwood,
16508710,muthaiga,Studio,Private Room,3300,0,4.1,2,5,Glendale,2016-12-29
16511493,westlands,1 BR,Entire Home,10600,0.756,4,0,5,Norwood,
16513101,south-b,1 BR,Entire Home,8300,0.247,5,124,2,Red Hook,2019-07-05
16513698,south-c,3 BR,Entire Home,24200,0.805,5,76,1,Lower East Side,2019-06-23
16514343,westlands,3 BR,Entire Home,21200,0.997,5,116,5,Tribeca,2019-07-06
16514760,westlands,1 BR,Entire Home,11200,0,4.1,3,5,Williamsburg,2017-09-04
16514808,lavington,Studio,Private Room,3200,0,4,0,4,Bushwick,
16514949,muthaiga,2 BR,Entire Home,13100,0.66,5,40,5,Chinatown,2019-07-03
16515501,westlands,2 BR,Entire Home,16400,0,4,1,5,Williamsburg,2017-08-28
16517394,south-c,Studio,Private Room,3600,0,4.3,4,1,Lower East Side,2019-03-15
16517710,langata,2 BR,Entire Home,11600,0.748,4.8,14,2,Upper East Side,2019-06-30
16518377,lavington,2 BR,Entire Home,15800,0,4.1,3,4,East Village,2018-07-10
16518787,muthaiga,3 BR,Entire Home,45000,0,4.1,4,5,Chinatown,2017-09-04
16519069,muthaiga,Studio,Private Room,8200,0,4.1,2,5,Kips Bay,2017-07-16
16519154,westlands,2 BR,Entire Home,14300,0,4.2,6,5,Williamsburg,2019-05-24
16519911,muthaiga,3 BR,Entire Home,22500,0,4.1,4,5,West Village,2018-07-17
16520111,runda,1 BR,Entire Home,8200,0.953,4.4,14,5,Far Rockaway,2019-05-28
16523132,south-c,Studio,Private Room,4200,0,4.8,29,1,Crown Heights,2019-06-07
16525573,runda,1 BR,Entire Home,8100,0.638,4.1,2,5,Midtown,2019-05-13
16526927,gigiri,1 BR,Entire Home,4600,0,4.1,3,5,Flatbush,2018-07-15
16527938,langata,Studio,Private Room,7300,0.89,4,0,2,Harlem,
16528098,muthaiga,2 BR,Entire Home,14700,0,5,46,5,West Village,2018-09-22
16528572,westlands,Studio,Private Room,3700,0,4.2,8,5,Williamsburg,2017-04-08
16529413,westlands,Studio,Private Room,3900,0,4,1,5,Williamsburg,2017-01-15
16529755,lavington,Studio,Private Room,9100,0.529,4.3,9,4,Chelsea,2019-04-10
16529936,muthaiga,Studio,Private Room,4100,0.94,4.9,33,5,East Harlem,2019-05-25
16530447,lavington,2 BR,Entire Home,15800,0,4,0,4,Bushwick,
16530772,langata,Studio,Private Room,5800,0.542,5,94,2,Harlem,2019-06-23
16530947,westlands,Studio,Private Room,6600,0,4,0,5,Williamsburg,
16530962,langata,1 BR,Entire Home,6900,0,4,0,2,Upper East Side,
16533105,langata,Studio,Private Room,6300,0.822,5,269,2,Harlem,2019-06-29
16533876,westlands,Studio,Private Room,6800,0,4,0,5,Williamsburg,
16533954,south-c,2 BR,Entire Home,11900,0.332,5,77,1,Crown Heights,2019-06-21
16534037,runda,1 BR,Private Room,18400,0,4.1,2,5,Midtown,2018-07-22
16534156,langata,1 BR,Entire Home,7300,0.315,4.9,26,2,Upper East Side,2019-05-28
16534157,south-b,Studio,Private Room,4400,0.885,5,56,2,Midwood,2019-05-26
16534337,westlands,Studio,Private Room,7000,0.901,4.6,22,5,Williamsburg,2019-06-07
16534588,runda,1 BR,Private Room,15200,0,4,0,5,Midtown,
16535746,south-b,2 BR,Entire Home,18100,0.852,4.5,18,2,Park Slope,2019-06-30
16540563,lavington,Studio,Private Room,2800,0,4.1,1,4,Bushwick,2018-09-17
16541635,kilimani,1 BR,Entire Home,7900,0,4.1,2,4,Upper West Side,2017-09-03
16542661,kilimani,2 BR,Entire Home,12500,0,4.3,12,4,Gowanus,2017-09-10
16542864,runda,1 BR,Private Room,73300,0,4,0,5,Midtown,
16543032,lavington,2 BR,Entire Home,15400,0.49,5,90,4,Chelsea,2019-06-29
16543538,langata,Studio,Private Room,2900,0,4.1,2,2,Harlem,2017-02-18
16543563,lavington,Studio,Private Room,7500,0,4.1,2,4,East Village,2017-04-16
16543637,runda,Studio,Private Room,4500,0,4.6,23,5,Sunnyside,2019-01-06
16544473,westlands,1 BR,Entire Home,10000,0.6,5,43,5,Williamsburg,2019-06-10
16545297,kilimani,Studio,Private Room,7900,0.753,4,0,4,Woodside,
16545876,south-c,Studio,Private Room,3800,0.901,4.7,13,1,Ditmars Steinway,2019-04-25
16546557,south-c,Studio,Private Room,6200,0.814,5,77,1,Lower East Side,2019-01-28
16546903,langata,Studio,Private Room,5400,0.567,5,81,2,Harlem,2019-06-30
16547073,westlands,2 BR,Entire Home,16400,0,4.1,4,5,Williamsburg,2019-04-22
16547704,gigiri,Studio,Private Room,5700,0.515,4,0,5,Flatbush,
16552108,westlands,1 BR,Entire Home,11100,0,4.1,4,5,Williamsburg,2018-08-15
16553353,kileleshwa,Studio,Private Room,3900,0.753,5,47,4,Middle Village,2019-07-01
16553544,westlands,1 BR,Private Room,17200,0,4,0,5,Williamsburg,
16554288,ngong-road,1 BR,Entire Home,7200,0,4,0,3,Clinton Hill,
16554488,lavington,Studio,Private Room,3500,0,4.1,5,4,Bedford-Stuyvesant,2017-02-20
16554739,gigiri,1 BR,Entire Home,5700,0,4,0,5,Flatbush,
16555274,kilimani,1 BR,Entire Home,11800,0.745,5,84,4,Concourse,2019-07-03
16555921,thika-road,Studio,Private Room,2800,0,4,1,1,Maspeth,2017-01-18
16556049,muthaiga,Studio,Private Room,7400,0.332,4.9,30,5,East Flatbush,2019-06-04
16556211,muthaiga,Studio,Private Room,6600,0.063,4.8,27,5,East Flatbush,2019-04-13
16557384,langata,Studio,Private Room,1800,0.729,5,102,2,Harlem,2019-06-18
16557829,westlands,Studio,Private Room,3300,0,4.2,6,5,Inwood,2018-08-12
16558246,langata,2 BR,Entire Home,16000,0.962,4.4,15,2,Upper East Side,2019-06-14
16559041,westlands,Studio,Private Room,6600,0.51,4.1,3,5,Astoria,2018-09-04
16559061,langata,Studio,Private Room,6200,0,4.1,3,2,Harlem,2017-03-25
16560593,lavington,Studio,Private Room,2400,0,5,114,4,Bedford-Stuyvesant,2018-10-11
16560739,lavington,1 BR,Entire Home,10200,0,4.2,8,4,Bedford-Stuyvesant,2017-05-29
16561990,langata,1 BR,Entire Home,6600,0,4,0,2,Upper East Side,
16565202,thika-road,Studio,Private Room,5200,0,4.8,25,1,South Slope,2018-08-26
16565435,langata,1 BR,Entire Home,5300,0.995,5,48,2,Sunset Park,2019-06-21
16567425,south-c,1 BR,Entire Home,3900,0,4.1,3,1,Crown Heights,2017-08-23
16568106,langata,2 BR,Entire Home,12700,0,4.5,17,2,Sunset Park,2018-08-26
16568164,muthaiga,Studio,Private Room,3800,0,4,0,5,East Harlem,
16568191,ngong-road,Studio,Private Room,6100,0,4,0,3,Murray Hill,
16568252,runda,1 BR,Entire Home,10200,0.493,4.2,8,5,Fort Greene,2019-06-30
16568275,parklands,Studio,Private Room,5200,0,4,0,3,Greenwich Village,
16569426,muthaiga,1 BR,Entire Home,6100,0.51,5,82,5,East Flatbush,2019-06-09
16569554,westlands,Studio,Private Room,5700,0,4.3,10,5,Williamsburg,2019-01-01
16570490,ngong-road,Studio,Private Room,4500,0,4.4,15,3,Clinton Hill,2018-06-29
16570631,lavington,Studio,Private Room,6300,0.819,4,1,4,Bushwick,2017-01-01
16570975,westlands,Studio,Private Room,4900,0,4.8,27,5,Williamsburg,2019-03-16
16570978,south-c,2 BR,Entire Home,15600,0.099,5,69,1,Richmond Hill,2019-07-07
16575174,kileleshwa,2 BR,Entire Home,14600,0,4,0,4,Brooklyn Heights,
16577736,westlands,Studio,Private Room,6600,0.332,4.6,23,5,Astoria,2019-06-14
16578092,westlands,Studio,Private Room,4500,0.841,5,43,5,Williamsburg,2019-05-17
16578112,gigiri,Studio,Private Room,2900,0.578,4.6,18,5,Flatbush,2019-06-13
16578780,gigiri,Studio,Private Room,4500,0.838,4.9,34,5,St. Albans,2019-06-02
16578826,langata,Studio,Private Room,4000,0.759,5,36,2,Harlem,2019-06-30
16579236,westlands,Studio,Private Room,6600,0,4.1,5,5,Williamsburg,2017-06-06
16581779,lavington,1 BR,Entire Home,11700,0.795,5,39,4,Bedford-Stuyvesant,2019-06-23
16582351,upperhill,Studio,Private Room,3100,0,4,0,3,Prospect Heights,
16584033,ngong-road,1 BR,Entire Home,7200,0.573,4,0,3,Clinton Hill,
16584878,runda,3 BR,Entire Home,28700,0.573,4.1,2,5,Cobble Hill,2017-11-04
16585566,gigiri,Studio,Private Room,2900,0.784,4.3,11,5,Bensonhurst,2019-06-08
16585605,langata,Studio,Private Room,3600,0.932,5,105,2,Harlem,2019-07-05
16586422,ngong-road,Studio,Private Room,3800,0.948,5,197,3,Clinton Hill,2019-06-22
16586785,westlands,1 BR,Entire Home,8200,0,5,36,5,Williamsburg,2019-05-27
16586966,upperhill,1 BR,Entire Home,11300,0,4.1,2,3,Prospect Heights,2018-02-15
16587776,lavington,Studio,Private Room,4300,0,4,0,4,Bedford-Stuyvesant,
16590264,kilimani,2 BR,Entire Home,15000,0.077,4.2,4,4,Upper West Side,2018-10-24
16591428,south-b,1 BR,Entire Home,4400,0.742,4.1,5,2,Mount Hope,2018-11-03
16595351,langata,1 BR,Entire Home,5800,0,4,1,2,Upper East Side,2017-01-16
16598387,runda,3 BR,Entire Home,31100,0.94,4.3,11,5,Fort Greene,2019-06-30
16599323,lavington,1 BR,Entire Home,9800,0.493,5,103,4,Bushwick,2019-07-07
16599472,kilimani,2 BR,Entire Home,18500,0.356,5,123,4,Financial District,2019-07-02
16601748,lavington,Studio,Private Room,5300,0.975,4.2,6,4,East Village,2019-05-27
16601801,muthaiga,2 BR,Entire Home,19000,0.964,4.1,5,5,West Village,2019-06-14
16601841,parklands,Studio,Private Room,3000,0.603,5,128,3,East Elmhurst,2019-07-03
16603017,muthaiga,Studio,Private Room,7900,0.773,5,87,5,Washington Heights,2019-06-12
16603730,langata,2 BR,Entire Home,16300,0,4,0,2,Harlem,
16603823,kilimani,Studio,Private Room,9500,0.633,4.5,11,4,Upper West Side,2019-05-23
16604023,lavington,1 BR,Entire Home,9500,0,5,77,4,Bedford-Stuyvesant,2019-04-27
16604112,parklands,Studio,Private Room,5400,0.521,4.4,10,3,Jamaica,2019-06-30
16604568,thika-road,Studio,Private Room,6200,0.986,4.2,3,1,South Slope,2019-04-08
16604913,kileleshwa,Studio,Private Room,5100,0,4.5,9,4,Flushing,2019-05-18
16607054,langata,Studio,Private Room,4800,0,4,0,2,Harlem,
16608718,westlands,Studio,Private Room,3400,0,4.1,3,5,Williamsburg,2018-08-17
16612424,lavington,Studio,Private Room,2400,0.266,4.4,13,4,Bedford-Stuyvesant,2019-04-21
16613219,lavington,2 BR,Entire Home,13800,0,4.4,14,4,Bedford-Stuyvesant,2017-09-05
16613394,runda,1 BR,Entire Home,8200,0.822,5,91,5,Sunnyside,2019-06-16
16613506,ngong-road,Studio,Private Room,7600,0.762,5,34,3,Forest Hills,2019-06-23
16613747,lavington,Studio,Private Room,5100,0.195,5,91,4,Bushwick,2019-06-23
16613993,westlands,Studio,Private Room,5700,0,4.3,11,5,Civic Center,2017-11-05
16614389,lavington,Studio,Private Room,5800,0,4,0,4,Ridgewood,
16614713,thika-road,Studio,Private Room,5600,0.759,4.9,35,1,South Slope,2019-06-23
16616320,westlands,2 BR,Entire Home,13100,0.956,5,68,5,Williamsburg,2019-06-03
16616410,westlands,Studio,Private Room,5700,0,4,0,5,Astoria,
16616522,muthaiga,2 BR,Entire Home,14700,0.904,4.9,33,5,East Harlem,2019-07-01
16616853,lavington,2 BR,Entire Home,15700,0.808,5,122,4,Bedford-Stuyvesant,2019-06-16
16617217,runda,2 BR,Entire Home,13000,0,4,0,5,Midtown,
16617542,south-c,Studio,Private Room,4200,0,4.1,2,1,Lower East Side,2018-03-21
16617640,lavington,Studio,Private Room,3900,0.975,5,38,4,Bushwick,2019-06-22
16617893,langata,1 BR,Entire Home,6800,0.97,4.7,28,2,Greenpoint,2019-05-05
16617969,langata,1 BR,Entire Home,5600,0.485,4.1,5,2,Harlem,2018-10-12
16618049,lavington,Studio,Private Room,4400,0.762,5,69,4,Bushwick,2019-06-23
16618113,westlands,Studio,Private Room,3800,0,4.1,2,5,Williamsburg,2017-01-17
16619241,south-b,Studio,Private Room,6500,0.126,5,220,2,Springfield Gardens,2019-06-28
16619861,thika-road,1 BR,Entire Home,6600,0,4.1,4,1,Flatlands,2018-04-16
16620082,westlands,Studio,Private Room,4900,0.992,4.4,14,5,Williamsburg,2019-06-29
16620235,lavington,1 BR,Entire Home,9800,0.301,5,111,4,Bedford-Stuyvesant,2019-06-24
16625310,lavington,Studio,Private Room,2300,0,4,0,4,Bedford-Stuyvesant,
16627548,langata,Studio,Private Room,5800,0,5,139,2,Harlem,2019-06-24
16627834,south-c,Studio,Private Room,5200,0.247,5,75,1,Crown Heights,2019-06-25
16628617,karen,2 BR,Entire Home,14300,0,4.4,15,5,Hell's Kitchen,2017-07-27
16629299,muthaiga,Studio,Private Room,7000,0.874,5,148,5,East Harlem,2019-06-23
16629401,karen,1 BR,Entire Home,10100,0,4,0,5,Downtown Brooklyn,
16630483,muthaiga,1 BR,Entire Home,11800,0,4.1,2,5,Kips Bay,2018-12-16
16630594,langata,Studio,Private Room,7200,0.003,4.2,6,2,Greenpoint,2019-05-18
16634357,langata,3 BR,Entire Home,65200,0.756,4.2,6,2,Upper East Side,2018-05-18
16634459,langata,Studio,Private Room,10200,0.085,5,41,2,Harlem,2019-05-27
16634534,muthaiga,Studio,Private Room,4100,0.041,5,98,5,East Harlem,2019-04-15
16634642,langata,Studio,Private Room,5400,0,4,0,2,Greenpoint,
16636214,muthaiga,Studio,Private Room,4100,0.047,4.2,7,5,East Flatbush,2019-05-18
16637954,south-c,Studio,Private Room,4900,0,4,0,1,Richmond Hill,
16640455,lavington,1 BR,Entire Home,3900,0,4,0,4,Bedford-Stuyvesant,
16644223,south-b,Studio,Private Room,2900,0,4,0,2,Park Slope,
16644599,muthaiga,Studio,Private Room,2900,0.195,5,131,5,Rego Park,2019-06-06
16646872,lavington,2 BR,Entire Home,13300,0.29,5,54,4,Bedford-Stuyvesant,2019-06-21
16647489,westlands,1 BR,Entire Home,6400,0,4,0,5,Williamsburg,
16648338,westlands,Studio,Private Room,9700,0,4.5,18,5,Williamsburg,2018-10-29
16649739,south-b,1 BR,Entire Home,8300,0.814,5,80,2,Midwood,2019-06-22
16649773,langata,Studio,Private Room,8300,0.005,4.7,27,2,Harlem,2019-06-05
16650612,karen,2 BR,Entire Home,16400,0,4.2,6,5,Hell's Kitchen,2017-08-27
16651348,south-b,1 BR,Entire Home,6700,0.392,5,37,2,Red Hook,2019-06-21
16651519,langata,2 BR,Entire Home,11600,0.855,5,36,2,Sunset Park,2019-06-10
16651879,karen,Studio,Private Room,8200,0.573,4.2,1,5,Hell's Kitchen,2019-05-05
16652059,westlands,Studio,Private Room,5300,0,4.3,10,5,Williamsburg,2018-10-13
16657247,muthaiga,Studio,Private Room,5200,0.003,5,103,5,East Harlem,2019-07-02
16659292,runda,1 BR,Entire Home,7800,0,5,85,5,Fort Greene,2019-06-25
16659337,upperhill,2 BR,Entire Home,16600,0.542,4.5,17,3,Boerum Hill,2019-06-19
16662770,runda,Studio,Private Room,5700,0,5,38,5,Cobble Hill,2019-05-26
16662964,kilimani,1 BR,Entire Home,9800,0,4,0,4,Long Island City,
16663520,kileleshwa,2 BR,Entire Home,17700,0.077,5,64,4,Prospect-Lefferts Gardens,2019-07-03
16663731,westlands,Studio,Private Room,4400,0,4,0,5,Williamsburg,
16664045,thika-road,2 BR,Entire Home,12800,0.178,5,51,1,Maspeth,2019-06-22
16664669,kileleshwa,2 BR,Entire Home,13800,0.077,4.2,6,4,Prospect-Lefferts Gardens,2018-10-09
16665181,lavington,Studio,Private Room,5400,0.71,5,90,4,Bedford-Stuyvesant,2019-06-30
16670882,lavington,2 BR,Entire Home,13800,0.756,4.1,4,4,Bedford-Stuyvesant,2018-06-14
16673329,muthaiga,Studio,Private Room,7500,0,4.1,4,5,East Harlem,2017-05-31
16673377,runda,Studio,Private Room,10000,0,4.5,19,5,Midtown,2018-11-24
16673626,langata,1 BR,Entire Home,10900,0,4,0,2,Sunset Park,
16673954,muthaiga,2 BR,Entire Home,20500,0.458,4.3,10,5,West Village,2019-06-13
16674233,lavington,Studio,Private Room,3900,0,4,0,4,Bushwick,
16674839,lavington,Studio,Private Room,5900,0,4,0,4,East Village,
16675507,langata,1 BR,Entire Home,9100,0,4.1,4,2,Greenpoint,2017-07-05
16675965,langata,Studio,Private Room,8700,0.901,4.4,14,2,Upper East Side,2019-06-16
16677170,lavington,2 BR,Entire Home,18400,0.4,5,92,4,Chelsea,2019-06-27
16677256,langata,2 BR,Entire Home,16000,0.299,5,56,2,Harlem,2019-06-07
16677358,langata,Studio,Private Room,2300,0,4,0,2,Sunset Park,
16677866,muthaiga,1 BR,Entire Home,8600,0,5,124,5,East Harlem,2019-06-24
16678104,runda,2 BR,Entire Home,13500,0,4.1,4,5,Midtown,2017-11-07
16678888,parklands,2 BR,Entire Home,13200,0,4.5,17,3,Carroll Gardens,2019-03-24
16685971,muthaiga,1 BR,Entire Home,6100,0,4,0,5,Washington Heights,
16686651,south-c,1 BR,Private Room,13900,0,4,0,1,Lower East Side,
16687158,lavington,Studio,Private Room,7900,0,4.1,4,4,Bedford-Stuyvesant,2018-04-22
16687716,parklands,Studio,Private Room,6800,0,4.3,9,3,East Elmhurst,2018-09-02
16688119,langata,1 BR,Entire Home,7900,0.904,4,1,2,Greenpoint,2017-04-10
16688892,westlands,1 BR,Entire Home,7800,0,4.3,13,5,Williamsburg,2018-05-16
16689593,westlands,Studio,Private Room,4900,0,4,0,5,Williamsburg,
16690484,runda,Studio,Private Room,6100,0,4,0,5,Fort Greene,
16690627,south-b,2 BR,Entire Home,12700,0.121,4.5,3,2,Park Slope,2019-05-18
16690832,south-b,Studio,Private Room,3300,0.803,4.2,4,2,Park Slope,2018-12-31
16691242,lavington,Studio,Private Room,3900,0,4,0,4,East Village,
16691826,karen,1 BR,Entire Home,8000,0,4.1,4,5,Hell's Kitchen,2018-02-02
16692402,lavington,Studio,Private Room,7500,0.836,5,65,4,Bushwick,2019-06-29
16693621,kilimani,Studio,Private Room,2700,0,4,1,4,Woodside,2017-01-18
16693953,westlands,Studio,Private Room,6500,0.605,4.7,26,5,Astoria,2019-06-22
16697657,karen,1 BR,Entire Home,10600,0.082,4.3,6,5,Hell's Kitchen,2019-06-17
16701051,muthaiga,1 BR,Entire Home,8200,0,4,0,5,Chinatown,
16701087,langata,Studio,Private Room,5400,0.164,5,80,2,Harlem,2018-12-03
16703749,karen,Studio,Private Room,5000,0.668,4.1,2,5,Hell's Kitchen,2018-09-10
16704118,thika-road,1 BR,Entire Home,6900,0.836,5,50,1,Elmhurst,2019-06-25
16706521,muthaiga,1 BR,Entire Home,9000,0,4.3,9,5,West Village,2018-05-20
16706758,runda,Studio,Private Room,8100,0.992,4.6,21,5,Midtown,2019-03-18
16706875,muthaiga,Studio,Private Room,3400,0.268,4.6,22,5,East Flatbush,2019-05-25
16708143,kileleshwa,Studio,Private Room,3900,0,4,1,4,Prospect-Lefferts Gardens,2017-03-06
16708692,lavington,1 BR,Entire Home,6500,0.923,5,80,4,Bedford-Stuyvesant,2019-05-26
16709467,lavington,2 BR,Entire Home,16200,0.682,4.8,13,4,Bedford-Stuyvesant,2019-07-02
16709795,langata,1 BR,Entire Home,8700,0,4,0,2,Upper East Side,
16710016,south-c,1 BR,Entire Home,4800,0,4.2,7,1,Crown Heights,2017-04-30
16710300,muthaiga,2 BR,Entire Home,13400,0,4.5,20,5,West Village,2019-06-09
16711476,muthaiga,1 BR,Entire Home,7800,0,4.1,4,5,Washington Heights,2017-04-02
16712302,karen,2 BR,Entire Home,13100,0.148,4.1,5,5,Hell's Kitchen,2018-12-06
16716676,runda,1 BR,Entire Home,12300,0.929,4.3,12,5,Fort Greene,2019-04-11
16718498,westlands,Studio,Private Room,6100,0.789,5,59,5,Williamsburg,2019-06-28
16719568,langata,1 BR,Entire Home,9400,0,4.7,21,2,Greenpoint,2018-05-25
16720039,langata,1 BR,Entire Home,6900,0,4.1,4,2,Harlem,2017-12-30
16720574,runda,2 BR,Entire Home,16300,0,4,0,5,Midtown,
16720662,lavington,1 BR,Entire Home,11800,0.466,5,112,4,Bedford-Stuyvesant,2019-07-07
16721040,runda,3 BR,Entire Home,45000,0.959,4.2,1,5,Fort Greene,2019-04-29
16721137,westlands,2 BR,Entire Home,20500,0.655,5,42,5,Williamsburg,2019-06-17
16721299,westlands,Studio,Private Room,12300,0,4,0,5,Williamsburg,
16722564,langata,2 BR,Entire Home,14500,0.551,4,0,2,Upper East Side,
16722762,langata,1 BR,Entire Home,7300,0.975,5,145,2,Harlem,2019-06-30
16723682,westlands,Studio,Private Room,5600,0.825,4.4,13,5,Williamsburg,2019-06-30
16725326,kilimani,1 BR,Entire Home,11000,0.658,4.1,2,4,Upper West Side,2017-12-15
16725576,muthaiga,Studio,Private Room,8100,0.54,5,109,5,East Harlem,2019-07-05
16725615,karen,Studio,Private Room,7900,0.8,5,144,5,Hell's Kitchen,2019-07-01
16725879,kileleshwa,3 BR,Entire Home,39400,0.984,4,0,4,SoHo,
16725924,muthaiga,Studio,Private Room,6100,0.907,5,110,5,East Harlem,2019-06-16
16726217,south-c,1 BR,Entire Home,10400,0.825,4.7,25,1,Crown Heights,2019-02-12
16730833,muthaiga,1 BR,Entire Home,6600,0.077,5,72,5,East Flatbush,2019-06-13
16731782,parklands,1 BR,Entire Home,7400,0.652,5,122,3,Windsor Terrace,2019-06-24
16732266,south-b,2 BR,Entire Home,12000,0.644,5,108,2,Park Slope,2019-07-01
16734212,lavington,1 BR,Entire Home,9800,0,4.2,9,4,Bedford-Stuyvesant,2018-01-01
16734233,runda,3 BR,Entire Home,24600,0,4,0,5,Sunnyside,
16735133,south-c,1 BR,Entire Home,8600,0.896,4.3,12,1,Lower East Side,2019-04-22
16735801,langata,Studio,Private Room,7300,0.912,5,226,2,Harlem,2019-07-03
16735848,south-c,Studio,Private Room,2300,0.011,4.4,16,1,Richmond Hill,2019-05-20
16736830,south-b,3 BR,Entire Home,19900,0.822,5,119,2,Park Slope,2019-07-05
16737042,westlands,Studio,Private Room,4900,0,4,0,5,Astoria,
16738648,runda,Studio,Private Room,2500,0,4,1,5,Midtown,2017-01-23
16739146,langata,1 BR,Entire Home,5200,0.151,4.3,10,2,Fordham,2019-03-28
16739891,langata,1 BR,Private Room,11500,0.348,5,132,2,Harlem,2019-06-14
16740081,muthaiga,1 BR,Entire Home,8200,0.997,5,65,5,Chinatown,2019-06-23
16740218,westlands,Studio,Private Room,5700,0,4.1,2,5,Williamsburg,2017-01-29
16740779,westlands,Studio,Private Room,6300,0,4.1,2,5,Williamsburg,2017-03-15
16741278,gigiri,Studio,Private Room,7400,0,4.1,3,5,Flatiron District,2017-02-08
16741935,kilimani,1 BR,Private Room,16500,0,4.1,2,4,Financial District,2018-06-09
16749005,lavington,2 BR,Entire Home,19700,0.293,5,57,4,Bedford-Stuyvesant,2019-06-30
16749235,muthaiga,1 BR,Private Room,14300,0,4,0,5,Chinatown,
16751768,lavington,1 BR,Entire Home,9100,0.192,5,99,4,Bushwick,2019-04-30
16751838,ngong-road,2 BR,Entire Home,14400,0,4.4,1,3,Murray Hill,2019-05-30
16751874,parklands,Studio,Private Room,4900,0.008,4,1,3,Jamaica,2017-05-13
16753723,muthaiga,Studio,Private Room,5600,0,4,0,5,West Village,
16755891,muthaiga,2 BR,Entire Home,16400,0.564,5,45,5,Chinatown,2019-07-03
16755920,lavington,Studio,Private Room,4300,0,4.1,2,4,Bedford-Stuyvesant,2018-09-06
16756027,lavington,Studio,Private Room,7000,0.619,5,35,4,Bedford-Stuyvesant,2019-06-03
16756480,upperhill,1 BR,Entire Home,9500,0,4.3,6,3,Prospect Heights,2019-01-01
16756678,lavington,2 BR,Entire Home,15500,0.063,4,1,4,Bushwick,2018-02-20
16757281,langata,Studio,Private Room,3600,0.937,5,36,2,Harlem,2019-06-30
16757480,lavington,Studio,Private Room,2900,0,4,1,4,Bedford-Stuyvesant,2017-01-20
16758426,muthaiga,2 BR,Entire Home,15500,0.827,4.8,29,5,East Harlem,2019-06-28
16764130,ngong-road,1 BR,Entire Home,6100,0,4,0,3,Mott Haven,
16766700,langata,Studio,Private Room,2800,0.858,5,75,2,Harlem,2019-06-19
16766743,gigiri,1 BR,Entire Home,10100,0,4,0,5,Flatbush,
16766855,muthaiga,Studio,Private Room,4900,0,5,51,5,Washington Heights,2019-06-03
16767194,south-c,Studio,Private Room,5100,0,4,0,1,Crown Heights,
16768336,westlands,Studio,Private Room,3700,0,4.1,3,5,Williamsburg,2017-06-04
16768665,langata,1 BR,Private Room,12700,0,4,0,2,Harlem,
16769229,lavington,1 BR,Entire Home,10600,0.792,5,76,4,Bushwick,2019-06-26
16770311,lavington,Studio,Private Room,2400,0.844,4.4,16,4,Bedford-Stuyvesant,2019-06-08
16771876,parklands,1 BR,Entire Home,4500,0.641,5,105,3,Soundview,2019-06-11
16772578,south-c,Studio,Private Room,3600,0.099,5,101,1,Crown Heights,2019-06-24
16775958,thika-road,1 BR,Entire Home,10000,0,4.6,12,1,South Slope,2019-01-01
16776959,gigiri,1 BR,Entire Home,6100,0.019,4.1,1,5,Bay Ridge,2018-08-20
16777456,south-c,Studio,Private Room,5100,0.622,4.4,14,1,Morris Park,2019-06-17
16777938,runda,Studio,Private Room,9700,0.959,5,53,5,Midtown,2019-05-12
16778711,upperhill,2 BR,Entire Home,12900,0.356,5,154,3,Prospect Heights,2019-06-21
