date,neighborhood,occupancy,booking_count
2016-07-06,kilimani,0.558,90
2016-07-06,karen,0.542,96
2016-07-06,lavington,0.98,90
2016-07-06,langata,0.812,79
2016-07-06,gigiri,0.415,96
2016-07-06,parklands,0.439,84
2016-07-06,upperhill,0.372,84
2016-07-06,kileleshwa,0.508,90
2016-07-06,runda,0.483,96
2016-07-06,muthaiga,0.694,96
2016-07-06,south-b,0.404,79
2016-07-06,south-c,0.557,73
2016-07-06,ngong-road,0.404,84
2016-07-06,thika-road,0.432,73
2016-07-07,westlands,0.67,84
2016-07-07,kilimani,0.516,79
2016-07-07,karen,0.509,84
2016-07-07,lavington,0.98,79
2016-07-07,langata,0.742,69
2016-07-07,gigiri,0.395,84
2016-07-07,parklands,0.417,74
2016-07-07,upperhill,0.357,74
2016-07-07,kileleshwa,0.48,79
2016-07-07,runda,0.452,84
2016-07-07,muthaiga,0.641,84
2016-07-07,south-b,0.387,69
2016-07-07,south-c,0.518,64
2016-07-07,ngong-road,0.384,74
2016-07-07,thika-road,0.414,64
2016-07-08,westlands,0.811,94
2016-07-08,kilimani,0.641,88
2016-07-08,karen,0.626,94
2016-07-08,lavington,0.98,88
2016-07-08,langata,0.891,77
2016-07-08,gigiri,0.502,94
2016-07-08,parklands,0.526,83
2016-07-08,upperhill,0.459,83
2016-07-08,kileleshwa,0.593,88
2016-07-08,runda,0.568,94
2016-07-08,muthaiga,0.775,94
2016-07-08,south-b,0.491,77
2016-07-08,south-c,0.64,71
2016-07-08,ngong-road,0.491,83
2016-07-08,thika-road,0.519,71
2016-07-09,westlands,0.831,98
2016-07-09,kilimani,0.655,92
2016-07-09,karen,0.637,98
2016-07-09,lavington,0.98,92
2016-07-09,langata,0.914,80
2016-07-09,gigiri,0.508,98
2016-07-09,parklands,0.533,86
2016-07-09,upperhill,0.465,86
2016-07-09,kileleshwa,0.602,92
2016-07-09,runda,0.578,98
2016-07-09,muthaiga,0.793,98
2016-07-09,south-b,0.497,80
2016-07-09,south-c,0.653,74
2016-07-09,ngong-road,0.498,86
2016-07-09,thika-road,0.525,74
2016-07-10,westlands,0.785,89
2016-07-10,kilimani,0.623,84
2016-07-10,karen,0.613,89
2016-07-10,lavington,0.98,84
2016-07-10,langata,0.861,73
2016-07-10,gigiri,0.493,89
2016-07-10,parklands,0.517,78
2016-07-10,upperhill,0.453,78
2016-07-10,kileleshwa,0.582,84
2016-07-10,runda,0.555,89
2016-07-10,muthaiga,0.753,89
2016-07-10,south-b,0.484,73
2016-07-10,south-c,0.624,68
2016-07-10,ngong-road,0.482,78
2016-07-10,thika-road,0.512,68
2016-07-11,westlands,0.802,110
2016-07-11,kilimani,0.606,103
2016-07-11,karen,0.58,110
2016-07-11,lavington,0.98,103
2016-07-11,langata,0.894,90
2016-07-11,gigiri,0.439,110
2016-07-11,parklands,0.465,97
2016-07-11,upperhill,0.39,97
2016-07-11,kileleshwa,0.539,103
2016-07-11,runda,0.52,110
2016-07-11,muthaiga,0.757,110
2016-07-11,south-b,0.423,90
2016-07-11,south-c,0.602,84
2016-07-11,ngong-road,0.428,97
2016-07-11,thika-road,0.452,84
2016-07-12,westlands,0.705,91
2016-07-12,kilimani,0.54,86
2016-07-12,karen,0.528,91
2016-07-12,lavington,0.98,86
2016-07-12,langata,0.783,75
2016-07-12,gigiri,0.407,91
2016-07-12,parklands,0.43,80
2016-07-12,upperhill,0.366,80
2016-07-12,kileleshwa,0.496,86
2016-07-12,runda,0.47,91
2016-07-12,muthaiga,0.672,91
2016-07-12,south-b,0.397,75
2016-07-12,south-c,0.541,69
2016-07-12,ngong-road,0.396,80
2016-07-12,thika-road,0.425,69
2016-07-13,westlands,0.705,91
2016-07-13,kilimani,0.54,86
2016-07-13,karen,0.528,91
2016-07-13,lavington,0.98,86
2016-07-13,langata,0.783,75
2016-07-13,gigiri,0.407,91
2016-07-13,parklands,0.43,80
2016-07-13,upperhill,0.366,80
2016-07-13,kileleshwa,0.496,86
2016-07-13,runda,0.47,91
2016-07-13,muthaiga,0.672,91
2016-07-13,south-b,0.397,75
2016-07-13,south-c,0.541,69
2016-07-13,ngong-road,0.396,80
2016-07-13,thika-road,0.425,69
2016-07-14,westlands,0.695,89
2016-07-14,kilimani,0.533,84
2016-07-14,karen,0.523,89
2016-07-14,lavington,0.98,84
2016-07-14,langata,0.771,73
2016-07-14,gigiri,0.403,89
2016-07-14,parklands,0.427,78
2016-07-14,upperhill,0.363,78
2016-07-14,kileleshwa,0.492,84
2016-07-14,runda,0.465,89
2016-07-14,muthaiga,0.663,89
2016-07-14,south-b,0.394,73
2016-07-14,south-c,0.534,68
2016-07-14,ngong-road,0.392,78
2016-07-14,thika-road,0.422,68
2016-07-15,westlands,0.806,93
2016-07-15,kilimani,0.637,87
2016-07-15,karen,0.624,93
2016-07-15,lavington,0.98,87
2016-07-15,langata,0.885,76
2016-07-15,gigiri,0.5,93
2016-07-15,parklands,0.524,82
2016-07-15,upperhill,0.458,82
2016-07-15,kileleshwa,0.591,87
2016-07-15,runda,0.566,93
2016-07-15,muthaiga,0.771,93
2016-07-15,south-b,0.49,76
2016-07-15,south-c,0.637,71
2016-07-15,ngong-road,0.489,82
2016-07-15,thika-road,0.518,71
2016-07-16,westlands,0.887,109
2016-07-16,kilimani,0.693,102
2016-07-16,karen,0.667,109
2016-07-16,lavington,0.98,102
2016-07-16,langata,0.978,89
2016-07-16,gigiri,0.527,109
2016-07-16,parklands,0.553,96
2016-07-16,upperhill,0.479,96
2016-07-16,kileleshwa,0.627,102
2016-07-16,runda,0.607,109
2016-07-16,muthaiga,0.843,109
2016-07-16,south-b,0.512,89
2016-07-16,south-c,0.689,83
2016-07-16,ngong-road,0.516,96
2016-07-16,thika-road,0.541,83
2016-07-17,westlands,0.78,88
2016-07-17,kilimani,0.62,83
2016-07-17,karen,0.61,88
2016-07-17,lavington,0.98,83
2016-07-17,langata,0.856,72
2016-07-17,gigiri,0.491,88
2016-07-17,parklands,0.515,77
2016-07-17,upperhill,0.452,77
2016-07-17,kileleshwa,0.579,83
2016-07-17,runda,0.553,88
2016-07-17,muthaiga,0.749,88
2016-07-17,south-b,0.483,72
2016-07-17,south-c,0.621,67
2016-07-17,ngong-road,0.481,77
2016-07-17,thika-road,0.51,67
2016-07-18,westlands,0.898,129
2016-07-18,kilimani,0.672,121
2016-07-18,karen,0.632,129
2016-07-18,lavington,0.98,121
2016-07-18,langata,0.98,106
2016-07-18,gigiri,0.471,129
2016-07-18,parklands,0.5,114
2016-07-18,upperhill,0.414,114
2016-07-18,kileleshwa,0.582,121
2016-07-18,runda,0.569,129
2016-07-18,muthaiga,0.842,129
2016-07-18,south-b,0.45,106
2016-07-18,south-c,0.663,98
2016-07-18,ngong-road,0.46,114
2016-07-18,thika-road,0.48,98
2016-07-19,westlands,0.645,79
2016-07-19,kilimani,0.499,74
2016-07-19,karen,0.496,79
2016-07-19,lavington,0.98,74
2016-07-19,langata,0.713,65
2016-07-19,gigiri,0.386,79
2016-07-19,parklands,0.408,70
2016-07-19,upperhill,0.35,70
2016-07-19,kileleshwa,0.469,74
2016-07-19,runda,0.439,79
2016-07-19,muthaiga,0.618,79
2016-07-19,south-b,0.38,65
2016-07-19,south-c,0.502,60
2016-07-19,ngong-road,0.375,70
2016-07-19,thika-road,0.407,60
2016-07-20,westlands,0.71,92
2016-07-20,kilimani,0.544,86
2016-07-20,karen,0.531,92
2016-07-20,lavington,0.98,86
2016-07-20,langata,0.789,75
2016-07-20,gigiri,0.408,92
2016-07-20,parklands,0.432,81
2016-07-20,upperhill,0.367,81
2016-07-20,kileleshwa,0.499,86
2016-07-20,runda,0.473,92
2016-07-20,muthaiga,0.677,92
2016-07-20,south-b,0.398,75
2016-07-20,south-c,0.544,70
2016-07-20,ngong-road,0.398,81
2016-07-20,thika-road,0.426,70
2016-07-21,westlands,0.98,154
2016-07-21,kilimani,0.758,145
2016-07-21,karen,0.7,154
2016-07-21,lavington,0.98,145
2016-07-21,langata,0.98,126
2016-07-21,gigiri,0.513,154
2016-07-21,parklands,0.545,136
2016-07-21,upperhill,0.446,136
2016-07-21,kileleshwa,0.639,145
2016-07-21,runda,0.634,154
2016-07-21,muthaiga,0.954,154
2016-07-21,south-b,0.485,126
2016-07-21,south-c,0.743,117
2016-07-21,ngong-road,0.503,136
2016-07-21,thika-road,0.517,117
2016-07-22,westlands,0.765,85
2016-07-22,kilimani,0.61,80
2016-07-22,karen,0.602,85
2016-07-22,lavington,0.98,80
2016-07-22,langata,0.838,70
2016-07-22,gigiri,0.486,85
2016-07-22,parklands,0.509,75
2016-07-22,upperhill,0.448,75
2016-07-22,kileleshwa,0.573,80
2016-07-22,runda,0.545,85
2016-07-22,muthaiga,0.735,85
2016-07-22,south-b,0.478,70
2016-07-22,south-c,0.611,65
2016-07-22,ngong-road,0.476,75
2016-07-22,thika-road,0.506,65
2016-07-23,westlands,0.98,139
2016-07-23,kilimani,0.796,131
2016-07-23,karen,0.749,139
2016-07-23,lavington,0.98,131
2016-07-23,langata,0.98,114
2016-07-23,gigiri,0.578,139
2016-07-23,parklands,0.608,122
2016-07-23,upperhill,0.517,122
2016-07-23,kileleshwa,0.695,131
2016-07-23,runda,0.685,139
2016-07-23,muthaiga,0.977,139
2016-07-23,south-b,0.554,114
2016-07-23,south-c,0.785,106
2016-07-23,ngong-road,0.567,122
2016-07-23,thika-road,0.585,106
2016-07-24,westlands,0.8,92
2016-07-24,kilimani,0.634,86
2016-07-24,karen,0.621,92
2016-07-24,lavington,0.98,86
2016-07-24,langata,0.879,75
2016-07-24,gigiri,0.498,92
2016-07-24,parklands,0.522,81
2016-07-24,upperhill,0.457,81
2016-07-24,kileleshwa,0.589,86
2016-07-24,runda,0.563,92
2016-07-24,muthaiga,0.767,92
2016-07-24,south-b,0.488,75
2016-07-24,south-c,0.634,70
2016-07-24,ngong-road,0.488,81
2016-07-24,thika-road,0.516,70
2016-07-25,westlands,0.827,115
2016-07-25,kilimani,0.623,108
2016-07-25,karen,0.594,115
2016-07-25,lavington,0.98,108
2016-07-25,langata,0.924,94
2016-07-25,gigiri,0.447,115
2016-07-25,parklands,0.474,101
2016-07-25,upperhill,0.396,101
2016-07-25,kileleshwa,0.551,108
2016-07-25,runda,0.533,115
2016-07-25,muthaiga,0.779,115
2016-07-25,south-b,0.43,94
2016-07-25,south-c,0.618,87
2016-07-25,ngong-road,0.437,101
2016-07-25,thika-road,0.46,87
2016-07-26,westlands,0.675,85
2016-07-26,kilimani,0.52,80
2016-07-26,karen,0.512,85
2016-07-26,lavington,0.98,80
2016-07-26,langata,0.748,70
2016-07-26,gigiri,0.396,85
2016-07-26,parklands,0.419,75
2016-07-26,upperhill,0.358,75
2016-07-26,kileleshwa,0.483,80
2016-07-26,runda,0.455,85
2016-07-26,muthaiga,0.645,85
2016-07-26,south-b,0.388,70
2016-07-26,south-c,0.521,65
2016-07-26,ngong-road,0.386,75
2016-07-26,thika-road,0.416,65
2016-07-27,westlands,0.665,83
2016-07-27,kilimani,0.513,78
2016-07-27,karen,0.506,83
2016-07-27,lavington,0.98,78
2016-07-27,langata,0.736,68
2016-07-27,gigiri,0.393,83
2016-07-27,parklands,0.416,73
2016-07-27,upperhill,0.355,73
2016-07-27,kileleshwa,0.478,78
2016-07-27,runda,0.45,83
2016-07-27,muthaiga,0.636,83
2016-07-27,south-b,0.386,68
2016-07-27,south-c,0.515,63
2016-07-27,ngong-road,0.382,73
2016-07-27,thika-road,0.413,63
2016-07-28,westlands,0.741,98
2016-07-28,kilimani,0.565,92
2016-07-28,karen,0.547,98
2016-07-28,lavington,0.98,92
2016-07-28,langata,0.824,80
2016-07-28,gigiri,0.418,98
2016-07-28,parklands,0.443,86
2016-07-28,upperhill,0.375,86
2016-07-28,kileleshwa,0.512,92
2016-07-28,runda,0.488,98
2016-07-28,muthaiga,0.703,98
2016-07-28,south-b,0.407,80
2016-07-28,south-c,0.563,74
2016-07-28,ngong-road,0.408,86
2016-07-28,thika-road,0.435,74
2016-07-29,westlands,0.775,87
2016-07-29,kilimani,0.616,82
2016-07-29,karen,0.607,87
2016-07-29,lavington,0.98,82
2016-07-29,langata,0.85,71
2016-07-29,gigiri,0.49,87
2016-07-29,parklands,0.513,77
2016-07-29,upperhill,0.451,77
2016-07-29,kileleshwa,0.577,82
2016-07-29,runda,0.55,87
2016-07-29,muthaiga,0.744,87
2016-07-29,south-b,0.481,71
2016-07-29,south-c,0.618,66
2016-07-29,ngong-road,0.479,77
2016-07-29,thika-road,0.509,66
2016-07-30,westlands,0.98,161
2016-07-30,kilimani,0.873,151
2016-07-30,karen,0.809,161
2016-07-30,lavington,0.98,151
2016-07-30,langata,0.98,132
2016-07-30,gigiri,0.615,161
2016-07-30,parklands,0.648,142
2016-07-30,upperhill,0.545,142
2016-07-30,kileleshwa,0.745,151
2016-07-30,runda,0.742,161
2016-07-30,muthaiga,0.98,161
2016-07-30,south-b,0.584,132
2016-07-30,south-c,0.856,122
2016-07-30,ngong-road,0.605,142
2016-07-30,thika-road,0.617,122
2016-07-31,westlands,0.755,83
2016-07-31,kilimani,0.603,78
2016-07-31,karen,0.596,83
2016-07-31,lavington,0.98,78
2016-07-31,langata,0.826,68
2016-07-31,gigiri,0.483,83
2016-07-31,parklands,0.506,73
2016-07-31,upperhill,0.445,73
2016-07-31,kileleshwa,0.568,78
2016-07-31,runda,0.54,83
2016-07-31,muthaiga,0.726,83
2016-07-31,south-b,0.476,68
2016-07-31,south-c,0.605,63
2016-07-31,ngong-road,0.472,73
2016-07-31,thika-road,0.503,63
2016-08-01,westlands,0.974,144
2016-08-01,kilimani,0.724,135
2016-08-01,karen,0.673,144
2016-08-01,lavington,0.98,135
2016-08-01,langata,0.98,118
2016-08-01,gigiri,0.497,144
2016-08-01,parklands,0.527,127
2016-08-01,upperhill,0.433,127
2016-08-01,kileleshwa,0.616,135
2016-08-01,runda,0.608,144
2016-08-01,muthaiga,0.909,144
2016-08-01,south-b,0.471,118
2016-08-01,south-c,0.711,109
2016-08-01,ngong-road,0.486,127
2016-08-01,thika-road,0.502,109
2016-08-02,westlands,0.721,94
2016-08-02,kilimani,0.551,88
2016-08-02,karen,0.536,94
2016-08-02,lavington,0.98,88
2016-08-02,langata,0.801,77
2016-08-02,gigiri,0.412,94
2016-08-02,parklands,0.436,83
2016-08-02,upperhill,0.369,83
2016-08-02,kileleshwa,0.503,88
2016-08-02,runda,0.478,94
2016-08-02,muthaiga,0.685,94
2016-08-02,south-b,0.401,77
2016-08-02,south-c,0.55,71
2016-08-02,ngong-road,0.401,83
2016-08-02,thika-road,0.429,71
2016-08-03,westlands,0.766,103
2016-08-03,kilimani,0.582,97
2016-08-03,karen,0.561,103
2016-08-03,lavington,0.98,97
2016-08-03,langata,0.853,84
2016-08-03,gigiri,0.427,103
2016-08-03,parklands,0.452,91
2016-08-03,upperhill,0.381,91
2016-08-03,kileleshwa,0.523,97
2016-08-03,runda,0.501,103
2016-08-03,muthaiga,0.726,103
2016-08-03,south-b,0.414,84
2016-08-03,south-c,0.579,78
2016-08-03,ngong-road,0.416,91
2016-08-03,thika-road,0.442,78
2016-08-04,westlands,0.771,104
2016-08-04,kilimani,0.585,98
2016-08-04,karen,0.564,104
2016-08-04,lavington,0.98,98
2016-08-04,langata,0.859,85
2016-08-04,gigiri,0.429,104
2016-08-04,parklands,0.454,92
2016-08-04,upperhill,0.382,92
2016-08-04,kileleshwa,0.526,98
2016-08-04,runda,0.504,104
2016-08-04,muthaiga,0.73,104
2016-08-04,south-b,0.415,85
2016-08-04,south-c,0.583,79
2016-08-04,ngong-road,0.418,92
2016-08-04,thika-road,0.444,79
2016-08-05,westlands,0.79,90
2016-08-05,kilimani,0.627,85
2016-08-05,karen,0.615,90
2016-08-05,lavington,0.98,85
2016-08-05,langata,0.867,74
2016-08-05,gigiri,0.495,90
2016-08-05,parklands,0.518,79
2016-08-05,upperhill,0.454,79
2016-08-05,kileleshwa,0.584,85
2016-08-05,runda,0.558,90
2016-08-05,muthaiga,0.758,90
2016-08-05,south-b,0.485,74
2016-08-05,south-c,0.628,68
2016-08-05,ngong-road,0.484,79
2016-08-05,thika-road,0.513,68
2016-08-06,westlands,0.841,100
2016-08-06,kilimani,0.661,94
2016-08-06,karen,0.643,100
2016-08-06,lavington,0.98,94
2016-08-06,langata,0.926,82
2016-08-06,gigiri,0.512,100
2016-08-06,parklands,0.537,88
2016-08-06,upperhill,0.467,88
2016-08-06,kileleshwa,0.607,94
2016-08-06,runda,0.584,100
2016-08-06,muthaiga,0.802,100
2016-08-06,south-b,0.499,82
2016-08-06,south-c,0.66,76
2016-08-06,ngong-road,0.501,88
2016-08-06,thika-road,0.528,76
2016-08-07,westlands,0.806,93
2016-08-07,kilimani,0.637,87
2016-08-07,karen,0.624,93
2016-08-07,lavington,0.98,87
2016-08-07,langata,0.885,76
2016-08-07,gigiri,0.5,93
2016-08-07,parklands,0.524,82
2016-08-07,upperhill,0.458,82
2016-08-07,kileleshwa,0.591,87
2016-08-07,runda,0.566,93
2016-08-07,muthaiga,0.771,93
2016-08-07,south-b,0.49,76
2016-08-07,south-c,0.637,71
2016-08-07,ngong-road,0.489,82
2016-08-07,thika-road,0.518,71
2016-08-08,westlands,0.964,142
2016-08-08,kilimani,0.717,133
2016-08-08,karen,0.667,142
2016-08-08,lavington,0.98,133
2016-08-08,langata,0.98,116
2016-08-08,gigiri,0.493,142
2016-08-08,parklands,0.523,125
2016-08-08,upperhill,0.431,125
2016-08-08,kileleshwa,0.612,133
2016-08-08,runda,0.603,142
2016-08-08,muthaiga,0.9,142
2016-08-08,south-b,0.468,116
2016-08-08,south-c,0.705,108
2016-08-08,ngong-road,0.483,125
2016-08-08,thika-road,0.499,108
2016-08-09,westlands,0.68,86
2016-08-09,kilimani,0.523,81
2016-08-09,karen,0.515,86
2016-08-09,lavington,0.98,81
2016-08-09,langata,0.754,71
2016-08-09,gigiri,0.398,86
2016-08-09,parklands,0.421,76
2016-08-09,upperhill,0.359,76
2016-08-09,kileleshwa,0.485,81
2016-08-09,runda,0.457,86
2016-08-09,muthaiga,0.65,86
2016-08-09,south-b,0.39,71
2016-08-09,south-c,0.525,65
2016-08-09,ngong-road,0.387,76
2016-08-09,thika-road,0.417,65
2016-08-10,westlands,0.629,76
2016-08-10,kilimani,0.488,71
2016-08-10,karen,0.487,76
2016-08-10,lavington,0.966,71
2016-08-10,langata,0.695,62
2016-08-10,gigiri,0.381,76
2016-08-10,parklands,0.403,67
2016-08-10,upperhill,0.346,67
2016-08-10,kileleshwa,0.462,71
2016-08-10,runda,0.431,76
2016-08-10,muthaiga,0.605,76
2016-08-10,south-b,0.376,62
2016-08-10,south-c,0.492,58
2016-08-10,ngong-road,0.37,67
2016-08-10,thika-road,0.403,58
2016-08-11,westlands,0.736,97
2016-08-11,kilimani,0.561,91
2016-08-11,karen,0.545,97
2016-08-11,lavington,0.98,91
2016-08-11,langata,0.818,80
2016-08-11,gigiri,0.417,97
2016-08-11,parklands,0.441,85
2016-08-11,upperhill,0.373,85
2016-08-11,kileleshwa,0.51,91
2016-08-11,runda,0.486,97
2016-08-11,muthaiga,0.699,97
2016-08-11,south-b,0.405,80
2016-08-11,south-c,0.56,74
2016-08-11,ngong-road,0.406,85
2016-08-11,thika-road,0.433,74
2016-08-12,westlands,0.937,119
2016-08-12,kilimani,0.727,112
2016-08-12,karen,0.695,119
2016-08-12,lavington,0.98,112
2016-08-12,langata,0.98,98
2016-08-12,gigiri,0.544,119
2016-08-12,parklands,0.571,105
2016-08-12,upperhill,0.491,105
2016-08-12,kileleshwa,0.65,112
2016-08-12,runda,0.633,119
2016-08-12,muthaiga,0.887,119
2016-08-12,south-b,0.526,98
2016-08-12,south-c,0.721,90
2016-08-12,ngong-road,0.533,105
2016-08-12,thika-road,0.556,90
2016-08-13,westlands,0.912,114
2016-08-13,kilimani,0.71,107
2016-08-13,karen,0.681,114
2016-08-13,lavington,0.98,107
2016-08-13,langata,0.98,93
2016-08-13,gigiri,0.536,114
2016-08-13,parklands,0.562,100
2016-08-13,upperhill,0.485,100
2016-08-13,kileleshwa,0.638,107
2016-08-13,runda,0.62,114
2016-08-13,muthaiga,0.865,114
2016-08-13,south-b,0.519,93
2016-08-13,south-c,0.705,87
2016-08-13,ngong-road,0.525,100
2016-08-13,thika-road,0.548,87
2016-08-14,westlands,0.816,95
2016-08-14,kilimani,0.644,89
2016-08-14,karen,0.629,95
2016-08-14,lavington,0.98,89
2016-08-14,langata,0.897,78
2016-08-14,gigiri,0.503,95
2016-08-14,parklands,0.528,84
2016-08-14,upperhill,0.461,84
2016-08-14,kileleshwa,0.595,89
2016-08-14,runda,0.571,95
2016-08-14,muthaiga,0.78,95
2016-08-14,south-b,0.492,78
2016-08-14,south-c,0.644,72
2016-08-14,ngong-road,0.493,84
2016-08-14,thika-road,0.52,72
2016-08-15,westlands,0.812,112
2016-08-15,kilimani,0.613,105
2016-08-15,karen,0.585,112
2016-08-15,lavington,0.98,105
2016-08-15,langata,0.906,92
2016-08-15,gigiri,0.442,112
2016-08-15,parklands,0.469,99
2016-08-15,upperhill,0.392,99
2016-08-15,kileleshwa,0.544,105
2016-08-15,runda,0.525,112
2016-08-15,muthaiga,0.766,112
2016-08-15,south-b,0.426,92
2016-08-15,south-c,0.608,85
2016-08-15,ngong-road,0.432,99
2016-08-15,thika-road,0.455,85
2016-08-16,westlands,0.776,105
2016-08-16,kilimani,0.589,99
2016-08-16,karen,0.566,105
2016-08-16,lavington,0.98,99
2016-08-16,langata,0.865,86
2016-08-16,gigiri,0.43,105
2016-08-16,parklands,0.456,92
2016-08-16,upperhill,0.384,92
2016-08-16,kileleshwa,0.528,99
2016-08-16,runda,0.507,105
2016-08-16,muthaiga,0.735,105
2016-08-16,south-b,0.416,86
2016-08-16,south-c,0.586,80
2016-08-16,ngong-road,0.42,92
2016-08-16,thika-road,0.445,80
2016-08-17,westlands,0.705,91
2016-08-17,kilimani,0.54,86
2016-08-17,karen,0.528,91
2016-08-17,lavington,0.98,86
2016-08-17,langata,0.783,75
2016-08-17,gigiri,0.407,91
2016-08-17,parklands,0.43,80
2016-08-17,upperhill,0.366,80
2016-08-17,kileleshwa,0.496,86
2016-08-17,runda,0.47,91
2016-08-17,muthaiga,0.672,91
2016-08-17,south-b,0.397,75
2016-08-17,south-c,0.541,69
2016-08-17,ngong-road,0.396,80
2016-08-17,thika-road,0.425,69
2016-08-18,westlands,0.969,143
2016-08-18,kilimani,0.72,134
2016-08-18,karen,0.67,143
2016-08-18,lavington,0.98,134
2016-08-18,langata,0.98,117
2016-08-18,gigiri,0.495,143
2016-08-18,parklands,0.525,126
2016-08-18,upperhill,0.432,126
2016-08-18,kileleshwa,0.614,134
2016-08-18,runda,0.605,143
2016-08-18,muthaiga,0.904,143
2016-08-18,south-b,0.469,117
2016-08-18,south-c,0.708,109
2016-08-18,ngong-road,0.484,126
2016-08-18,thika-road,0.501,109
2016-08-19,westlands,0.8,92
2016-08-19,kilimani,0.634,86
2016-08-19,karen,0.621,92
2016-08-19,lavington,0.98,86
2016-08-19,langata,0.879,75
2016-08-19,gigiri,0.498,92
2016-08-19,parklands,0.522,81
2016-08-19,upperhill,0.457,81
2016-08-19,kileleshwa,0.589,86
2016-08-19,runda,0.563,92
2016-08-19,muthaiga,0.767,92
2016-08-19,south-b,0.488,75
2016-08-19,south-c,0.634,70
2016-08-19,ngong-road,0.488,81
2016-08-19,thika-road,0.516,70
2016-08-20,westlands,0.98,137
2016-08-20,kilimani,0.79,129
2016-08-20,karen,0.744,137
2016-08-20,lavington,0.98,129
2016-08-20,langata,0.98,112
2016-08-20,gigiri,0.575,137
2016-08-20,parklands,0.604,121
2016-08-20,upperhill,0.514,121
2016-08-20,kileleshwa,0.691,129
2016-08-20,runda,0.68,137
2016-08-20,muthaiga,0.968,137
2016-08-20,south-b,0.551,112
2016-08-20,south-c,0.779,104
2016-08-20,ngong-road,0.564,121
2016-08-20,thika-road,0.582,104
2016-08-21,westlands,0.902,112
2016-08-21,kilimani,0.703,105
2016-08-21,karen,0.675,112
2016-08-21,lavington,0.98,105
2016-08-21,langata,0.98,92
2016-08-21,gigiri,0.532,112
2016-08-21,parklands,0.559,99
2016-08-21,upperhill,0.482,99
2016-08-21,kileleshwa,0.634,105
2016-08-21,runda,0.615,112
2016-08-21,muthaiga,0.856,112
2016-08-21,south-b,0.516,92
2016-08-21,south-c,0.698,85
2016-08-21,ngong-road,0.522,99
2016-08-21,thika-road,0.545,85
2016-08-22,westlands,0.847,119
2016-08-22,kilimani,0.637,112
2016-08-22,karen,0.605,119
2016-08-22,lavington,0.98,112
2016-08-22,langata,0.947,98
2016-08-22,gigiri,0.454,119
2016-08-22,parklands,0.481,105
2016-08-22,upperhill,0.401,105
2016-08-22,kileleshwa,0.56,112
2016-08-22,runda,0.543,119
2016-08-22,muthaiga,0.797,119
2016-08-22,south-b,0.436,98
2016-08-22,south-c,0.631,90
2016-08-22,ngong-road,0.443,105
2016-08-22,thika-road,0.466,90
2016-08-23,westlands,0.634,77
2016-08-23,kilimani,0.492,72
2016-08-23,karen,0.49,77
2016-08-23,lavington,0.976,72
2016-08-23,langata,0.701,63
2016-08-23,gigiri,0.383,77
2016-08-23,parklands,0.405,68
2016-08-23,upperhill,0.348,68
2016-08-23,kileleshwa,0.464,72
2016-08-23,runda,0.434,77
2016-08-23,muthaiga,0.609,77
2016-08-23,south-b,0.377,63
2016-08-23,south-c,0.496,59
2016-08-23,ngong-road,0.372,68
2016-08-23,thika-road,0.404,59
2016-08-24,westlands,0.716,93
2016-08-24,kilimani,0.547,87
2016-08-24,karen,0.534,93
2016-08-24,lavington,0.98,87
2016-08-24,langata,0.795,76
2016-08-24,gigiri,0.41,93
2016-08-24,parklands,0.434,82
2016-08-24,upperhill,0.368,82
2016-08-24,kileleshwa,0.501,87
2016-08-24,runda,0.476,93
2016-08-24,muthaiga,0.681,93
2016-08-24,south-b,0.4,76
2016-08-24,south-c,0.547,71
2016-08-24,ngong-road,0.399,82
2016-08-24,thika-road,0.428,71
2016-08-25,westlands,0.761,102
2016-08-25,kilimani,0.578,96
2016-08-25,karen,0.558,102
2016-08-25,lavington,0.98,96
2016-08-25,langata,0.848,84
2016-08-25,gigiri,0.425,102
2016-08-25,parklands,0.45,90
2016-08-25,upperhill,0.38,90
2016-08-25,kileleshwa,0.521,96
2016-08-25,runda,0.499,102
2016-08-25,muthaiga,0.721,102
2016-08-25,south-b,0.412,84
2016-08-25,south-c,0.576,78
2016-08-25,ngong-road,0.415,90
2016-08-25,thika-road,0.441,78
2016-08-26,westlands,0.877,107
2016-08-26,kilimani,0.686,101
2016-08-26,karen,0.662,107
2016-08-26,lavington,0.98,101
2016-08-26,langata,0.967,88
2016-08-26,gigiri,0.524,107
2016-08-26,parklands,0.549,94
2016-08-26,upperhill,0.476,94
2016-08-26,kileleshwa,0.623,101
2016-08-26,runda,0.602,107
2016-08-26,muthaiga,0.834,107
2016-08-26,south-b,0.509,88
2016-08-26,south-c,0.682,81
2016-08-26,ngong-road,0.513,94
2016-08-26,thika-road,0.538,81
2016-08-27,westlands,0.755,83
2016-08-27,kilimani,0.603,78
2016-08-27,karen,0.596,83
2016-08-27,lavington,0.98,78
2016-08-27,langata,0.826,68
2016-08-27,gigiri,0.483,83
2016-08-27,parklands,0.506,73
2016-08-27,upperhill,0.445,73
2016-08-27,kileleshwa,0.568,78
2016-08-27,runda,0.54,83
2016-08-27,muthaiga,0.726,83
2016-08-27,south-b,0.476,68
2016-08-27,south-c,0.605,63
2016-08-27,ngong-road,0.472,73
2016-08-27,thika-road,0.503,63
2016-08-28,westlands,0.922,116
2016-08-28,kilimani,0.717,109
2016-08-28,karen,0.686,116
